Timestamp (s),Angle (deg)
14.46375,1.4941
14.49307,1.4062
14.51197,1.4062
14.54402,1.4941
14.5699,1.4941
14.5947,1.4941
14.62105,1.4062
14.64629,1.4062
14.67205,1.4062
14.69392,1.4941
14.72246,1.4941
14.74539,1.4941
14.77505,1.4941
14.79731,1.4941
14.8269,1.4941
14.85277,1.4062
14.8787,1.4062
14.90402,1.3184
14.92657,1.4062
14.95504,1.4062
14.97963,1.4062
15.00594,1.4062
15.03144,1.4062
15.05796,1.4941
15.07806,1.4941
15.10923,1.4941
15.13636,1.4941
15.16102,1.4062
15.18624,1.4062
15.21273,1.4062
